ImageNumber,ObjectNumber,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number,Parent_IdentifyPrimaryObjects1
47,27,82.0,74.0,0,27,33
47,28,52.0,77.0,0,28,35
47,29,67.0,80.0,0,29,36
47,30,44.0,85.0,0,30,37
47,31,27.0,87.0,0,31,38
47,32,86.0,89.0,0,32,39
47,33,90.33333333333333,89.0,0,33,40
47,34,12.0,91.0,0,34,41
48,1,26.0,6.0,0,1,1
48,2,34.0,9.0,0,2,2
48,3,20.0,15.0,0,3,3
48,4,46.0,18.0,0,4,4
48,5,11.0,23.0,0,5,5
48,6,63.0,23.0,0,6,6
48,7,23.0,27.0,0,7,7
48,8,41.0,29.0,0,8,10
48,9,55.0,29.0,0,9,8
48,10,69.0,32.0,0,10,11
48,11,14.0,37.0,0,11,12
48,12,52.0,38.0,0,12,13
48,13,27.0,39.0,0,13,14
48,14,87.0,44.0,0,14,16
48,15,34.0,45.0,0,15,17
48,16,15.0,50.0,0,16,18
48,17,58.0,53.0,0,17,19
48,18,84.0,60.0,0,18,20
48,19,47.0,62.0,0,19,21
48,20,18.0,64.0,0,20,22
48,21,8.0,68.0,0,21,24
48,22,92.0,68.0,0,22,26
48,23,59.0,69.0,0,23,25
48,24,46.0,77.0,0,24,28
48,25,30.0,78.0,0,25,29
48,26,76.0,80.0,0,26,30
48,27,89.0,81.0,0,27,31
48,28,79.0,89.0,0,28,34
48,29,52.0,90.0,0,29,36
48,30,33.0,93.0,0,30,37
48,31,92.0,94.0,0,31,38
49,1,64.0,7.0,0,1,2
49,2,93.0,7.0,0,2,1
49,3,63.0,12.0,0,3,4
49,4,82.0,12.0,0,4,3
49,5,23.0,14.0,0,5,7
49,6,41.95,17.9,0,6,8
49,7,44.90909090909091,21.90909090909091,0,7,10
49,8,74.0,22.0,0,8,9
49,9,88.0,24.0,0,9,11
49,10,27.0,25.0,0,10,12
49,11,57.0,25.0,0,11,13
49,12,43.0,29.0,0,12,14
49,13,65.0,30.0,0,13,15
49,14,92.0,31.0,0,14,16
49,15,18.0,33.0,0,15,17
49,16,75.0,34.0,0,16,18
49,17,39.0,36.0,0,17,19
49,18,64.0,38.0,0,18,20
49,19,52.0,39.0,0,19,21
49,20,9.0,40.0,0,20,22
49,21,30.0,42.0,0,21,24
49,22,75.0,42.0,0,22,23
49,23,87.0,44.0,0,23,25
49,24,88.0,49.0,0,24,26
49,25,53.0,50.0,0,25,28
49,26,80.0,50.0,0,26,27
49,27,39.0,59.0,0,27,29
49,28,18.0,62.0,0,28,31
49,29,27.0,62.0,0,29,32
49,30,52.0,64.0,0,30,33
49,31,84.0,65.0,0,31,34
49,32,53.0,74.0,0,32,36
49,33,44.0,79.0,0,33,39
49,34,88.0,80.0,0,34,40
49,35,43.0,85.0,0,35,42
49,36,53.0,85.0,0,36,41
49,37,18.0,89.0,0,37,44
49,38,67.0,90.0,0,38,45
50,1,35.0,8.0,0,1,3
50,2,78.0,10.0,0,2,4
50,3,23.0,11.0,0,3,5
50,4,49.0,15.0,0,4,6
50,5,57.0,17.0,0,5,8
50,6,32.0,22.0,0,6,9
50,7,87.0,26.0,0,7,10
50,8,72.0,28.0,0,8,11
50,9,77.0,29.0,0,9,12
50,10,45.0,32.0,0,10,13
50,11,37.0,34.0,0,11,14
50,12,58.0,34.0,0,12,15
50,13,19.0,36.0,0,13,16
50,14,6.0,41.0,0,14,17
50,15,68.0,41.0,0,15,18
50,16,41.0,44.0,0,16,19
50,17,18.0,47.0,0,17,20
50,18,33.0,54.0,0,18,21
50,19,93.0,58.0,0,19,22
50,20,54.0,60.0,0,20,23
50,21,45.0,65.0,0,21,24
50,22,30.0,68.0,0,22,26
50,23,69.0,68.0,0,23,25
50,24,88.0,70.0,0,24,27
50,25,52.0,73.0,0,25,28
50,26,42.0,77.0,0,26,29
50,27,86.0,80.0,0,27,30
50,28,59.0,81.0,0,28,31
50,29,74.0,83.0,0,29,32
50,30,49.0,87.0,0,30,33
50,31,41.0,89.0,0,31,34
50,32,5.0,91.0,0,32,35
50,33,23.0,92.0,0,33,37
51,1,7.0,6.0,0,1,1
51,2,49.0,11.0,0,2,2
51,3,61.0,13.0,0,3,4
51,4,37.0,14.0,0,4,3
51,5,90.0,16.0,0,5,6
51,6,25.95,17.9,0,6,7
51,7,47.0,20.0,0,7,8
51,8,51.857142857142854,20.928571428571427,0,8,9
51,9,28.90909090909091,21.90909090909091,0,9,10
51,10,5.0,27.0,0,10,11
51,11,21.0,30.0,0,11,12
51,12,74.0,34.0,0,12,13
51,13,54.0,36.0,0,13,14
51,14,33.0,37.0,0,14,15
51,15,62.0,37.0,0,15,16
51,16,82.0,38.0,0,16,17
51,17,46.0,40.0,0,17,18
51,18,76.0,45.0,0,18,20
51,19,34.0,47.0,0,19,21
51,20,58.0,51.0,0,20,22
51,21,88.0,52.0,0,21,24
51,22,11.0,59.0,0,22,25
51,23,21.0,60.0,0,23,27
51,24,44.0,63.0,0,24,28
51,25,9.0,70.0,0,25,30
51,26,30.0,70.0,0,26,31
51,27,46.0,73.0,0,27,32
51,28,92.0,73.0,0,28,33
51,29,77.0,76.0,0,29,34
51,30,55.0,77.0,0,30,35
51,31,64.0,77.0,0,31,36
51,32,34.0,78.0,0,32,37
51,33,93.0,86.0,0,33,39
51,34,52.0,87.0,0,34,40
51,35,78.0,87.0,0,35,41
51,36,33.0,89.0,0,36,42
51,37,36.1578947368421,92.15789473684211,0,37,43
51,38,11.0,93.0,0,38,44
52,1,85.0,7.0,0,1,1
52,2,27.0,8.0,0,2,2
52,3,33.0,8.0,0,3,3
52,4,78.0,9.0,0,4,4
52,5,71.0,10.0,0,5,5
52,6,71.0,19.0,0,6,6
52,7,12.0,23.0,0,7,8
52,8,35.0,23.0,0,8,9
52,9,43.0,24.0,0,9,10
52,10,22.0,26.0,0,10,11
52,11,62.0,29.0,0,11,12
52,12,41.0,32.0,0,12,13
52,13,51.0,32.0,0,13,14
52,14,88.0,36.0,0,14,15
52,15,30.0,37.0,0,15,16
52,16,69.0,38.0,0,16,18
52,17,80.0,39.0,0,17,19
52,18,26.0,43.0,0,18,20
52,19,19.0,44.0,0,19,21
52,20,36.0,45.0,0,20,22
52,21,75.0,48.0,0,21,23
52,22,49.0,50.0,0,22,24
52,23,42.0,53.0,0,23,27
52,24,31.0,54.0,0,24,26
52,25,12.0,61.0,0,25,28
52,26,87.0,62.0,0,26,29
52,27,5.0,64.0,0,27,31
52,28,54.0,64.0,0,28,32
52,29,70.0,64.0,0,29,30
52,30,85.0,70.0,0,30,33
52,31,72.0,72.0,0,31,34
52,32,19.0,75.0,0,32,35
52,33,40.0,77.0,0,33,36
52,34,86.0,77.0,0,34,37
52,35,34.0,78.0,0,35,38
52,36,61.0,79.0,0,36,39
52,37,48.0,83.0,0,37,40
52,38,76.0,83.0,0,38,41
52,39,20.0,85.0,0,39,42
52,40,18.0,90.0,0,40,44
52,41,49.0,91.0,0,41,45
52,42,62.0,91.0,0,42,46
52,43,80.0,91.0,0,43,47
52,44,32.0,93.0,0,44,48
52,45,75.0,93.0,0,45,49
53,1,10.0,6.0,0,1,1
53,2,20.0,6.0,0,2,2
53,3,67.0,7.0,0,3,3
53,4,29.0,8.0,0,4,4
53,5,46.0,10.0,0,5,5
53,6,54.0,14.0,0,6,8
53,7,39.0,15.0,0,7,7
53,8,93.0,15.0,0,8,9
53,9,11.0,16.0,0,9,10
53,10,30.0,19.0,0,10,11
53,11,76.0,22.0,0,11,14
53,12,52.0,26.0,0,12,16
53,13,42.0,27.0,0,13,17
53,14,61.0,29.0,0,14,19
53,15,34.0,30.0,0,15,21
53,16,43.0,35.0,0,16,24
53,17,65.0,39.0,0,17,25
53,18,31.0,40.0,0,18,26
53,19,51.0,41.0,0,19,27
53,20,73.0,42.0,0,20,30
53,21,7.0,45.0,0,21,31
53,22,20.0,47.0,0,22,32
53,23,36.0,49.0,0,23,34
53,24,63.0,49.0,0,24,35
53,25,28.0,50.0,0,25,36
53,26,53.0,52.0,0,26,37
53,27,75.0,52.0,0,27,38
53,28,40.0,57.0,0,28,40
53,29,54.0,57.0,0,29,41
53,30,32.0,59.0,0,30,42
53,31,17.0,60.0,0,31,44
53,32,84.0,60.0,0,32,45
53,33,46.0,61.0,0,33,46
53,34,30.0,65.0,0,34,47
53,35,40.0,68.0,0,35,48
53,36,58.0,69.0,0,36,51
53,37,64.0,69.0,0,37,49
53,38,49.0,72.0,0,38,52
53,39,46.0,77.0,0,39,55
53,40,52.0,79.0,0,40,58
53,41,86.0,80.0,0,41,59
53,42,76.0,84.0,0,42,61
53,43,48.0,88.0,0,43,63
53,44,26.0,89.0,0,44,64
53,45,56.0,90.0,0,45,65
53,46,87.0,92.0,0,46,66
54,1,15.0,6.0,0,1,1
54,2,36.0,10.0,0,2,3
54,3,53.0,10.0,0,3,2
54,4,83.0,11.0,0,4,4
54,5,75.0,13.0,0,5,5
54,6,65.0,18.0,0,6,6
54,7,49.0,21.0,0,7,7
54,8,33.0,22.0,0,8,8
54,9,91.0,25.0,0,9,9
54,10,77.0,26.0,0,10,10
54,11,23.0,27.0,0,11,11
54,12,84.0,29.0,0,12,12
54,13,14.0,35.0,0,13,16
54,14,46.0,35.0,0,14,15
54,15,70.0,37.0,0,15,18
54,16,87.0,41.0,0,16,19
54,17,50.0,50.0,0,17,21
54,18,89.0,56.0,0,18,26
54,19,11.0,62.0,0,19,29
54,20,86.0,62.0,0,20,28
54,21,61.0,66.0,0,21,30
54,22,71.0,70.0,0,22,33
54,23,23.0,75.0,0,23,34
54,24,51.0,78.0,0,24,36
54,25,12.0,88.0,0,25,42
54,26,86.0,90.0,0,26,43
54,27,35.0,93.0,0,27,45
55,1,38.0,8.0,0,1,1
55,2,13.0,10.0,0,2,2
55,3,84.0,10.0,0,3,5
55,4,70.0,12.0,0,4,6
55,5,76.0,22.0,0,5,9
55,6,67.0,27.0,0,6,11
55,7,82.0,29.0,0,7,14
55,8,51.0,36.0,0,8,17
55,9,78.0,39.0,0,9,18
55,10,66.0,41.0,0,10,19
55,11,43.0,43.0,0,11,20
55,12,21.0,46.0,0,12,21
55,13,90.0,49.0,0,13,23
55,14,11.0,56.0,0,14,25
55,15,21.0,57.0,0,15,26
55,16,12.0,67.0,0,16,32
55,17,33.0,69.0,0,17,34
55,18,16.0,75.0,0,18,36
55,19,79.0,93.0,0,19,41
56,1,31.0,7.0,0,1,1
56,2,62.0,13.0,0,2,4
56,3,10.0,22.0,0,3,8
56,4,21.0,27.0,0,4,9
56,5,76.0,31.0,0,5,12
56,6,35.0,32.0,0,6,11
56,7,10.0,33.0,0,7,10
56,8,88.0,38.0,0,8,15
56,9,41.0,40.0,0,9,16
56,10,22.0,41.0,0,10,18
56,11,78.0,42.0,0,11,19
56,12,81.0,49.0,0,12,21
56,13,44.0,53.0,0,13,22
56,14,81.0,57.0,0,14,23
56,15,62.0,58.0,0,15,24
56,16,70.0,62.0,0,16,25
56,17,46.0,66.0,0,17,26
56,18,17.0,68.0,0,18,28
56,19,57.0,68.0,0,19,29
56,20,83.0,69.0,0,20,30
56,21,65.0,75.0,0,21,31
56,22,22.0,77.0,0,22,32
56,23,80.0,78.0,0,23,33
56,24,92.0,81.0,0,24,34
56,25,68.0,87.0,0,25,36
56,26,21.0,91.0,0,26,37
56,27,39.0,93.0,0,27,39
57,1,61.0,6.0,0,1,1
57,2,39.0,11.0,0,2,2
57,3,82.0,12.0,0,3,3
57,4,19.0,13.0,0,4,4
57,5,70.0,13.0,0,5,6
57,6,52.0,14.0,0,6,5
57,7,60.0,18.0,0,7,7
57,8,42.0,19.0,0,8,8
57,9,25.0,26.0,0,9,9
57,10,49.0,26.0,0,10,10
57,11,7.0,27.0,0,11,11
57,12,90.0,27.0,0,12,12
57,13,38.0,30.0,0,13,14
57,14,20.0,32.0,0,14,16
57,15,25.0,46.0,0,15,20
57,16,16.0,50.0,0,16,21
57,17,65.0,50.0,0,17,22
57,18,36.0,57.0,0,18,24
57,19,23.0,58.0,0,19,23
57,20,87.0,58.0,0,20,25
57,21,62.0,65.0,0,21,26
57,22,8.0,67.0,0,22,27
57,23,53.0,69.0,0,23,29
57,24,38.0,76.0,0,24,31
57,25,80.0,76.0,0,25,30
57,26,8.0,84.0,0,26,33
57,27,88.0,85.0,0,27,34
57,28,77.0,89.0,0,28,36
57,29,31.0,92.0,0,29,38
57,30,67.0,93.0,0,30,39
58,1,91.0,11.0,0,1,5
58,2,29.0,12.0,0,2,4
58,3,57.0,17.0,0,3,6
58,4,19.0,19.0,0,4,7
58,5,55.0,27.0,0,5,8
58,6,33.0,28.0,0,6,10
58,7,13.0,31.0,0,7,11
58,8,79.0,35.0,0,8,13
58,9,65.0,39.0,0,9,16
58,10,21.0,40.0,0,10,15
58,11,75.0,43.0,0,11,17
58,12,51.0,45.0,0,12,18
58,13,25.0,46.0,0,13,19
58,14,80.0,46.0,0,14,20
58,15,42.0,48.0,0,15,22
58,16,7.0,51.0,0,16,23
58,17,69.0,54.0,0,17,25
58,18,79.0,56.0,0,18,27
58,19,45.0,58.0,0,19,29
58,20,57.0,63.0,0,20,30
58,21,71.0,64.0,0,21,31
58,22,7.0,65.0,0,22,32
58,23,84.0,68.0,0,23,33
58,24,65.0,71.0,0,24,35
58,25,75.0,74.0,0,25,38
58,26,21.0,75.0,0,26,37
58,27,60.0,77.0,0,27,40
58,28,20.0,81.0,0,28,41
58,29,53.0,84.0,0,29,43
58,30,36.0,85.0,0,30,44
58,31,88.0,85.0,0,31,46
58,32,60.0,91.0,0,32,48
58,33,23.0,92.0,0,33,50
58,34,50.0,92.0,0,34,51
58,35,8.0,93.0,0,35,49
58,36,82.0,93.0,0,36,52
59,1,37.0,6.0,0,1,1
59,2,51.0,6.0,0,2,2
59,3,89.0,8.0,0,3,3
59,4,42.0,14.0,0,4,4
59,5,26.0,16.0,0,5,5
59,6,79.0,17.0,0,6,6
59,7,73.0,19.0,0,7,8
59,8,86.0,23.0,0,8,9
59,9,19.0,24.0,0,9,10
59,10,49.0,27.0,0,10,11
59,11,38.0,32.0,0,11,14
59,12,74.0,32.0,0,12,15
59,13,83.0,34.0,0,13,16
59,14,27.0,37.0,0,14,17
59,15,17.0,38.0,0,15,18
59,16,40.0,38.0,0,16,19
59,17,61.0,41.0,0,17,20
59,18,72.0,41.0,0,18,21
59,19,7.0,46.0,0,19,22
59,20,46.0,47.0,0,20,23
59,21,35.0,49.0,0,21,24
59,22,60.0,49.0,0,22,25
59,23,48.0,56.0,0,23,27
59,24,21.0,59.0,0,24,28
59,25,55.0,62.0,0,25,29
59,26,85.0,64.0,0,26,30
59,27,14.0,65.0,0,27,31
59,28,27.0,65.0,0,28,32
59,29,49.0,67.0,0,29,33
59,30,20.0,72.0,0,30,34
59,31,57.0,73.0,0,31,35
59,32,40.0,74.0,0,32,36
59,33,32.0,89.0,0,33,38
60,1,33.0,7.0,0,1,1
60,2,67.0,8.0,0,2,2
60,3,56.0,14.0,0,3,3
60,4,7.0,16.0,0,4,5
60,5,42.0,16.0,0,5,4
60,6,83.0,18.0,0,6,6
60,7,44.0,26.0,0,7,8
60,8,15.0,30.0,0,8,10
60,9,27.0,33.0,0,9,11
60,10,42.0,37.0,0,10,12
60,11,61.0,37.0,0,11,13
60,12,86.0,42.0,0,12,14
60,13,47.0,45.0,0,13,15
60,14,58.0,45.0,0,14,16
60,15,68.0,49.0,0,15,17
60,16,12.0,55.0,0,16,18
60,17,28.0,56.0,0,17,19
60,18,47.0,58.0,0,18,20
60,19,21.0,61.0,0,19,22
60,20,64.0,62.0,0,20,23
60,21,6.0,68.0,0,21,24
60,22,48.0,69.0,0,22,25
60,23,73.0,70.0,0,23,26
60,24,27.0,71.0,0,24,27
60,25,35.0,72.0,0,25,28
60,26,44.0,81.0,0,26,31
60,27,65.0,82.0,0,27,32
60,28,81.0,83.0,0,28,34
60,29,56.0,86.0,0,29,35
60,30,47.0,89.0,0,30,37
60,31,15.0,90.0,0,31,38
60,32,65.0,93.0,0,32,39
61,1,87.9090909090909,7.090909090909091,0,1,1
61,2,22.0,11.0,0,2,3
61,3,33.0,11.0,0,3,4
61,4,84.95,11.1,0,4,2
61,5,39.0,20.0,0,5,5
61,6,50.0,20.0,0,6,6
61,7,61.0,23.0,0,7,7
61,8,73.0,28.0,0,8,8
61,9,51.0,30.0,0,9,9
61,10,32.0,44.0,0,10,12
61,11,20.0,48.0,0,11,13
61,12,45.0,49.0,0,12,14
61,13,30.0,54.0,0,13,15
61,14,19.0,58.0,0,14,16
61,15,92.0,68.0,0,15,17
61,16,44.0,71.0,0,16,18
61,17,69.0,71.0,0,17,19
61,18,36.0,72.0,0,18,20
61,19,14.0,73.0,0,19,21
61,20,59.0,74.0,0,20,22
61,21,72.0,80.0,0,21,23
61,22,5.0,83.0,0,22,24
61,23,31.0,83.0,0,23,25
61,24,45.0,84.0,0,24,26
61,25,59.0,85.0,0,25,27
61,26,86.0,87.0,0,26,28
61,27,47.0,93.0,0,27,29
61,28,56.0,93.0,0,28,30
62,1,57.0,9.0,0,1,1
62,2,8.0,10.0,0,2,3
62,3,43.0,10.0,0,3,2
62,4,84.0,12.0,0,4,4
62,5,45.0,20.0,0,5,6
62,6,16.0,24.0,0,6,8
62,7,28.0,27.0,0,7,9
62,8,43.0,31.0,0,8,10
62,9,62.0,31.0,0,9,11
62,10,87.0,36.0,0,10,12
62,11,48.0,39.0,0,11,14
62,12,59.0,39.0,0,12,15
62,13,69.0,43.0,0,13,16
62,14,13.0,49.0,0,14,17
62,15,29.0,50.0,0,15,18
62,16,48.0,52.0,0,16,19
62,17,22.0,55.0,0,17,21
62,18,65.0,56.0,0,18,22
62,19,7.0,62.0,0,19,23
62,20,49.0,63.0,0,20,24
62,21,74.0,64.0,0,21,25
62,22,28.0,65.0,0,22,26
62,23,36.0,66.0,0,23,27
62,24,45.0,75.0,0,24,30
62,25,66.0,76.0,0,25,31
62,26,82.0,77.0,0,26,33
62,27,57.0,80.0,0,27,34
62,28,48.0,83.0,0,28,36
62,29,16.0,84.0,0,29,37
62,30,66.0,87.0,0,30,38
62,31,74.0,90.0,0,31,39
63,1,63.0,6.0,0,1,1
63,2,50.0,15.0,0,2,2
63,3,61.0,20.0,0,3,3
63,4,75.0,24.0,0,4,4
63,5,20.0,26.0,0,5,5
63,6,34.0,27.0,0,6,6
63,7,86.0,27.0,0,7,7
63,8,49.0,32.0,0,8,8
63,9,87.0,41.0,0,9,10
63,10,34.0,42.0,0,10,11
63,11,68.0,43.0,0,11,12
63,12,45.0,46.0,0,12,13
63,13,59.0,48.0,0,13,14
63,14,30.0,52.0,0,14,15
63,15,74.0,53.0,0,15,16
63,16,89.0,55.0,0,16,17
63,17,53.0,63.0,0,17,18
63,18,46.0,70.0,0,18,20
63,19,25.0,71.0,0,19,21
63,20,88.0,72.0,0,20,22
63,21,10.0,78.0,0,21,23
63,22,63.0,78.0,0,22,24
63,23,30.0,80.0,0,23,25
63,24,45.0,80.0,0,24,26
63,25,12.0,93.0,0,25,27
63,26,37.0,93.0,0,26,28
63,27,73.0,93.0,0,27,29
63,28,92.0,93.0,0,28,30
64,1,63.0,7.0,0,1,1
64,2,52.0,9.0,0,2,2
64,3,32.0,14.0,0,3,3
64,4,67.0,19.0,0,4,4
64,5,80.0,20.0,0,5,5
64,6,49.0,21.0,0,6,6
64,7,15.0,22.0,0,7,7
64,8,25.0,28.0,0,8,9
64,9,86.0,34.0,0,9,11
64,10,66.0,38.0,0,10,12
64,11,56.0,43.0,0,11,15
64,12,33.0,46.0,0,12,16
64,13,45.0,55.0,0,13,17
64,14,82.0,61.0,0,14,19
64,15,61.0,63.0,0,15,20
64,16,51.0,69.0,0,16,21
64,17,40.0,72.0,0,17,22
64,18,56.95,80.9,0,18,23
64,19,28.0,83.0,0,19,24
64,20,18.0,84.0,0,20,25
64,21,43.0,84.0,0,21,26
64,22,58.8,84.0,0,22,27
64,23,82.0,93.0,0,23,30
65,1,62.0,7.0,0,1,1
65,2,75.0,12.0,0,2,3
65,3,33.0,15.0,0,3,5
65,4,60.0,16.0,0,4,6
65,5,5.0,23.0,0,5,8
65,6,78.0,26.0,0,6,9
65,7,88.0,29.0,0,7,13
65,8,57.0,31.0,0,8,14
65,9,44.0,33.0,0,9,15
65,10,7.0,36.0,0,10,16
65,11,34.0,39.0,0,11,17
65,12,46.0,39.0,0,12,18
65,13,79.0,39.0,0,13,19
65,14,88.0,39.0,0,14,20
65,15,24.0,45.0,0,15,21
65,16,11.909090909090908,46.09090909090909,0,16,22
65,17,69.0,47.0,0,17,24
65,18,11.153846153846153,50.07692307692308,0,18,25
65,19,92.0,51.0,0,19,27
65,20,22.0,53.0,0,20,28
65,21,48.0,56.0,0,21,30
65,22,83.0,56.0,0,22,31
65,23,74.0,61.0,0,23,33
65,24,28.0,64.0,0,24,35
65,25,66.0,66.0,0,25,36
65,26,9.0,67.0,0,26,37
65,27,22.0,72.0,0,27,40
65,28,35.0,74.0,0,28,41
65,29,10.0,83.0,0,29,43
65,30,20.0,86.0,0,30,45
65,31,45.0,88.0,0,31,46
65,32,89.0,91.0,0,32,48
65,33,12.0,93.0,0,33,49
66,1,10.0,7.0,0,1,1
66,2,44.0,11.0,0,2,3
66,3,32.0,13.0,0,3,4
66,4,57.0,15.0,0,4,6
66,5,22.0,17.0,0,5,5
66,6,40.0,22.0,0,6,8
66,7,55.0,23.0,0,7,10
66,8,68.0,23.0,0,8,9
66,9,10.0,25.0,0,9,11
66,10,18.0,27.0,0,10,12
66,11,66.07142857142857,28.857142857142858,0,11,13
66,12,38.0,34.0,0,12,14
66,13,76.0,34.0,0,13,15
66,14,41.0,46.0,0,14,16
66,15,74.0,46.0,0,15,17
66,16,89.0,46.0,0,16,18
66,17,60.0,54.0,0,17,19
66,18,70.0,59.0,0,18,22
66,19,80.0,62.0,0,19,25
66,20,80.0,67.0,0,20,27
66,21,27.0,71.0,0,21,28
66,22,58.0,71.0,0,22,29
66,23,51.0,78.0,0,23,30
66,24,37.0,79.0,0,24,31
66,25,77.0,80.0,0,25,32
66,26,65.0,83.0,0,26,33
66,27,22.0,87.0,0,27,34
66,28,86.0,90.0,0,28,35
66,29,75.0,92.0,0,29,36
66,30,30.0,93.0,0,30,37
67,1,70.0,8.0,0,1,2
67,2,8.0,11.0,0,2,4
67,3,34.0,11.0,0,3,3
67,4,22.0,15.0,0,4,6
67,5,78.0,17.0,0,5,7
67,6,92.0,17.0,0,6,8
67,7,39.0,20.0,0,7,9
67,8,54.0,22.0,0,8,10
67,9,10.0,24.0,0,9,11
67,10,85.0,25.0,0,10,12
67,11,27.0,27.0,0,11,13
67,12,5.0,29.0,0,12,14
67,13,16.0,34.0,0,13,16
67,14,47.0,35.0,0,14,17
67,15,29.0,37.0,0,15,18
67,16,90.0,37.0,0,16,19
67,17,67.0,46.0,0,17,23
67,18,32.0,49.0,0,18,25
67,19,80.0,51.0,0,19,26
67,20,8.0,52.0,0,20,27
67,21,41.0,55.0,0,21,28
67,22,75.0,57.0,0,22,30
67,23,65.0,58.0,0,23,31
67,24,12.0,60.0,0,24,32
67,25,27.0,64.0,0,25,33
67,26,89.0,65.0,0,26,35
67,27,49.0,66.0,0,27,34
67,28,72.0,66.0,0,28,36
67,29,9.0,71.0,0,29,37
67,30,39.0,71.0,0,30,38
67,31,82.0,72.0,0,31,39
67,32,23.0,74.0,0,32,40
67,33,31.0,74.0,0,33,41
67,34,16.0,81.0,0,34,43
67,35,86.0,81.0,0,35,44
67,36,37.0,83.0,0,36,45
67,37,27.0,86.0,0,37,46
67,38,80.0,87.0,0,38,47
67,39,91.0,88.0,0,39,48
67,40,65.0,92.0,0,40,49
68,1,23.0,10.0,0,1,2
68,2,43.0,11.0,0,2,3
68,3,25.0,17.0,0,3,5
68,4,77.0,17.0,0,4,6
68,5,65.0,18.0,0,5,8
68,6,93.0,24.0,0,6,11
68,7,40.0,27.0,0,7,12
68,8,13.0,28.0,0,8,13
68,9,33.0,28.0,0,9,14
68,10,78.0,31.0,0,10,15
68,11,47.0,35.0,0,11,16
68,12,55.0,36.0,0,12,17
68,13,6.0,46.0,0,13,19
68,14,60.0,49.0,0,14,22
68,15,20.0,53.0,0,15,24
68,16,91.0,53.0,0,16,25
68,17,6.0,59.0,0,17,27
68,18,66.0,60.0,0,18,29
68,19,55.09090909090909,62.09090909090909,0,19,28
68,20,92.0,64.0,0,20,31
68,21,67.0,65.0,0,21,32
68,22,57.0,67.0,0,22,34
68,23,47.0,75.0,0,23,36
68,24,58.0,78.0,0,24,38
68,25,59.0,89.0,0,25,44
68,26,19.0,91.0,0,26,45
68,27,75.0,92.0,0,27,46
69,1,52.0,9.0,0,1,3
69,2,66.0,11.0,0,2,5
69,3,84.0,17.0,0,3,7
69,4,28.0,24.0,0,4,9
69,5,73.0,24.0,0,5,11
69,6,33.0,25.0,0,6,10
69,7,92.0,25.0,0,7,12
69,8,58.0,26.0,0,8,13
69,9,5.0,27.0,0,9,14
69,10,54.0,32.0,0,10,15
69,11,84.0,33.0,0,11,16
69,12,13.0,35.0,0,12,17
69,13,65.0,37.0,0,13,19
69,14,52.0,43.0,0,14,21
69,15,69.0,46.0,0,15,23
69,16,92.0,47.0,0,16,25
69,17,52.0,56.0,0,17,29
69,18,54.0,67.0,0,18,34
69,19,62.0,73.0,0,19,37
69,20,85.0,73.0,0,20,36
69,21,28.0,75.0,0,21,38
69,22,77.0,79.0,0,22,39
69,23,65.0,81.0,0,23,40
69,24,35.0,84.0,0,24,41
69,25,11.0,87.0,0,25,42
69,26,89.0,87.0,0,26,43
70,1,16.0,7.0,0,1,1
70,2,36.0,7.0,0,2,2
70,3,48.0,9.0,0,3,3
70,4,74.0,10.0,0,4,4
70,5,26.0,14.0,0,5,6
70,6,62.0,14.0,0,6,7
70,7,42.0,19.0,0,7,8
70,8,79.0,19.0,0,8,9
70,9,13.0,21.0,0,9,10
70,10,93.0,21.0,0,10,11
70,11,50.0,22.0,0,11,12
70,12,67.0,26.0,0,12,14
70,13,45.0,28.0,0,13,15
70,14,56.0,33.0,0,14,16
70,15,87.0,34.0,0,15,17
70,16,69.0,37.0,0,16,19
70,17,72.0,48.0,0,17,23
70,18,34.0,49.0,0,18,24
70,19,48.0,51.0,0,19,26
70,20,81.0,54.0,0,20,27
70,21,52.0,59.0,0,21,29
70,22,11.0,60.0,0,22,30
70,23,67.0,63.0,0,23,31
70,24,89.0,65.0,0,24,32
70,25,49.0,70.0,0,25,33
70,26,79.0,70.0,0,26,36
70,27,22.0,73.0,0,27,38
70,28,63.0,73.0,0,28,37
70,29,71.0,73.0,0,29,39
70,30,14.0,77.0,0,30,40
70,31,56.0,81.0,0,31,42
70,32,77.0,82.0,0,32,43
70,33,67.0,85.0,0,33,45
70,34,37.0,86.0,0,34,44
70,35,13.0,90.0,0,35,46
71,1,19.0,7.0,0,1,2
71,2,6.0,8.0,0,2,3
71,3,29.0,8.0,0,3,4
71,4,89.0,12.0,0,4,6
71,5,38.0,16.0,0,5,9
71,6,12.0,18.0,0,6,11
71,7,26.0,19.0,0,7,12
71,8,73.0,24.0,0,8,13
71,9,77.0,33.0,0,9,14
71,10,67.0,41.0,0,10,18
71,11,13.0,49.0,0,11,20
71,12,49.0,50.0,0,12,21
71,13,25.0,54.0,0,13,22
71,14,60.0,57.0,0,14,23
71,15,69.0,57.0,0,15,24
71,16,84.0,57.0,0,16,25
71,17,14.0,59.0,0,17,26
71,18,10.0,69.0,0,18,28
71,19,81.0,69.0,0,19,29
71,20,72.0,76.0,0,20,31
71,21,62.0,78.0,0,21,33
71,22,85.0,83.0,0,22,35
71,23,66.0,93.0,0,23,37
72,1,86.0,6.0,0,1,1
72,2,32.0,8.0,0,2,2
