ImageNumber,ObjectNumber,Children_DilateObjects2_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number,Parent_FilterObjects1
44,29,1,61.08,87.44,0,29,37
44,30,1,24.77777777777778,89.5,0,30,38
44,31,1,13.2,92.0,0,31,39
45,1,1,14.5,7.222222222222222,0,1,1
45,2,1,37.75,12.25,0,2,2
45,3,1,42.53846153846154,21.576923076923077,0,3,3
45,4,1,52.23529411764706,23.941176470588236,0,4,4
45,5,1,6.894736842105263,25.42105263157895,0,5,5
45,6,1,61.421052631578945,31.894736842105264,0,6,6
45,7,1,26.428571428571427,33.57142857142857,0,7,8
45,8,1,44.35294117647059,41.470588235294116,0,8,12
45,9,1,88.5,48.22222222222222,0,9,14
45,10,1,27.0,49.17391304347826,0,10,15
45,11,1,5.857142857142857,53.57142857142857,0,11,16
45,12,1,79.5625,52.75,0,12,17
45,13,1,92.5,61.5,0,13,19
45,14,1,16.192307692307693,69.38461538461539,0,14,22
45,15,1,61.78947368421053,78.0,0,15,24
45,16,1,22.5,79.22222222222223,0,16,25
45,17,1,15.952380952380953,88.19047619047619,0,17,28
45,18,1,49.5,92.0,0,18,29
46,1,1,64.5,5.5,0,1,1
46,2,1,48.214285714285715,6.285714285714286,0,2,2
46,3,1,67.1,13.95,0,3,4
46,4,1,60.904761904761905,24.80952380952381,0,4,7
46,5,1,89.42105263157895,32.10526315789474,0,5,9
46,6,1,39.53846153846154,42.23076923076923,0,6,10
46,7,1,27.05,47.75,0,7,11
46,8,1,67.6,49.6,0,8,12
46,9,1,13.882352941176471,50.588235294117645,0,9,13
46,10,1,50.0,50.82608695652174,0,10,14
46,11,1,58.6551724137931,59.724137931034484,0,11,16
46,12,1,70.5,59.77777777777778,0,12,17
46,13,1,79.77777777777777,61.22222222222222,0,13,18
46,14,1,43.38095238095238,64.0,0,14,20
46,15,1,9.4,67.6,0,15,21
46,16,1,42.875,78.66666666666667,0,16,22
46,17,1,52.80952380952381,80.85714285714286,0,17,23
46,18,1,32.88,81.52,0,18,24
46,19,1,64.22222222222223,84.5,0,19,25
46,20,1,75.91666666666667,86.08333333333333,0,20,26
47,1,1,52.5,6.285714285714286,0,1,1
47,2,1,38.857142857142854,6.857142857142857,0,2,2
47,3,1,68.21739130434783,15.0,0,3,3
47,4,1,47.0,16.789473684210527,0,4,6
47,5,1,33.0,22.0,0,5,7
47,6,1,80.19047619047619,26.047619047619047,0,6,8
47,7,1,51.8,27.45,0,7,9
47,8,1,72.6,29.5,0,8,10
47,9,1,91.66666666666667,34.0,0,9,11
47,10,1,12.380952380952381,34.76190476190476,0,10,12
47,11,1,52.44117647058823,34.588235294117645,0,11,13
47,12,1,64.15789473684211,38.8421052631579,0,12,14
47,13,1,15.736842105263158,46.36842105263158,0,13,16
47,14,1,5.928571428571429,49.142857142857146,0,14,17
47,15,1,29.655172413793103,50.206896551724135,0,15,18
47,16,1,50.90909090909091,51.09090909090909,0,16,19
47,17,1,58.48,53.52,0,17,22
47,18,1,16.75,56.625,0,18,23
47,19,1,5.8,61.5,0,19,25
47,20,1,43.608695652173914,63.43478260869565,0,20,26
47,21,1,34.0,67.0,0,21,28
47,22,1,13.117647058823529,68.41176470588235,0,22,29
47,23,1,82.57894736842105,73.10526315789474,0,23,30
47,24,1,53.15151515151515,77.51515151515152,0,24,31
47,25,1,68.0,80.0,0,25,32
47,26,1,44.67857142857143,84.64285714285714,0,26,33
47,27,1,27.833333333333332,86.54166666666667,0,27,34
47,28,1,86.95454545454545,89.0909090909091,0,28,35
47,29,1,91.4,88.6,0,29,36
47,30,1,13.090909090909092,90.9090909090909,0,30,37
48,1,1,26.416666666666668,5.833333333333333,0,1,1
48,2,1,35.411764705882355,8.882352941176471,0,2,2
48,3,1,20.346153846153847,14.115384615384615,0,3,3
48,4,1,47.38095238095238,18.476190476190474,0,4,4
48,5,1,12.44,22.92,0,5,5
48,6,1,63.5,23.0,0,6,6
48,7,1,24.307692307692307,27.192307692307693,0,7,7
48,8,1,55.59090909090909,28.181818181818183,0,8,8
48,9,1,42.0,28.5,0,9,9
48,10,1,70.3,31.6,0,10,10
48,11,1,53.4375,37.75,0,11,11
48,12,1,27.77777777777778,38.5,0,12,12
48,13,1,88.0,43.666666666666664,0,13,13
48,14,1,15.88,49.76,0,14,14
48,15,1,59.55172413793103,53.41379310344828,0,15,15
48,16,1,84.65217391304348,60.52173913043478,0,16,16
48,17,1,47.55882352941177,62.0,0,17,17
48,18,1,19.04,64.24,0,18,18
48,19,1,9.4,67.6,0,19,20
48,20,1,59.25,68.5625,0,20,21
48,21,1,47.1578947368421,76.15789473684211,0,21,23
48,22,1,31.0,77.5,0,22,24
48,23,1,90.25,80.25,0,23,26
48,24,1,80.0,89.0,0,24,29
48,25,1,52.583333333333336,89.70833333333333,0,25,30
48,26,1,33.5,92.5,0,26,31
49,1,1,83.07692307692308,11.961538461538462,0,1,2
49,2,1,63.541666666666664,11.416666666666666,0,2,4
49,3,1,24.157894736842106,14.157894736842104,0,3,5
49,4,1,43.05,17.9,0,4,6
49,5,1,75.22222222222223,21.5,0,5,7
49,6,1,88.52173913043478,24.391304347826086,0,6,9
49,7,1,28.20689655172414,24.96551724137931,0,7,10
49,8,1,57.5,24.681818181818183,0,8,11
49,9,1,43.642857142857146,28.75,0,9,12
49,10,1,66.0,29.5,0,10,13
49,11,1,92.5,30.5,0,11,14
49,12,1,19.0,32.36842105263158,0,12,15
49,13,1,75.22222222222223,33.5,0,13,16
49,14,1,39.88461538461539,36.34615384615385,0,14,17
49,15,1,65.25,37.7,0,15,18
49,16,1,53.08,39.2,0,16,19
49,17,1,10.384615384615385,40.26923076923077,0,17,20
49,18,1,75.84210526315789,42.1578947368421,0,18,21
49,19,1,30.846153846153847,42.46153846153846,0,19,22
49,20,1,87.08333333333333,43.666666666666664,0,20,23
49,21,1,89.13636363636364,48.09090909090909,0,21,24
49,22,1,54.5,50.5,0,22,25
49,23,1,80.42857142857143,50.38095238095238,0,23,26
49,24,1,18.77777777777778,61.5,0,24,28
49,25,1,53.4,63.5,0,25,30
49,26,1,84.5,65.0,0,26,31
49,27,1,53.578947368421055,73.10526315789474,0,27,33
49,28,1,53.5,85.22222222222223,0,28,37
49,29,1,68.21052631578948,90.05263157894737,0,29,39
50,1,1,35.69230769230769,8.307692307692308,0,1,1
50,2,1,23.4,10.7,0,2,3
50,3,1,49.5,15.0,0,3,4
50,4,1,57.888888888888886,17.055555555555557,0,4,6
50,5,1,32.27272727272727,21.772727272727273,0,5,7
50,6,1,72.85,27.45,0,6,9
50,7,1,46.333333333333336,32.0,0,7,11
50,8,1,38.0,33.86363636363637,0,8,12
50,9,1,58.90909090909091,34.04545454545455,0,9,13
50,10,1,19.59375,35.875,0,10,14
50,11,1,69.07142857142857,40.964285714285715,0,11,15
50,12,1,7.08,40.44,0,12,16
50,13,1,19.0,47.5,0,13,18
50,14,1,45.5,64.22222222222223,0,14,20
50,15,1,69.47058823529412,67.3529411764706,0,15,21
50,16,1,43.5,77.04545454545455,0,16,25
50,17,1,87.08695652173913,79.6086956521739,0,17,26
50,18,1,59.5,81.22222222222223,0,18,27
50,19,1,49.5625,86.75,0,19,29
50,20,1,41.578947368421055,89.10526315789474,0,20,30
50,21,1,23.77777777777778,91.5,0,21,32
51,1,1,49.5,10.5,0,1,1
51,2,1,37.857142857142854,14.19047619047619,0,2,2
51,3,1,61.62068965517241,12.96551724137931,0,3,3
51,4,1,6.066666666666666,14.866666666666667,0,4,4
51,5,1,91.1875,16.5625,0,5,5
51,6,1,26.695652173913043,17.869565217391305,0,6,6
51,7,1,50.02777777777778,20.416666666666668,0,7,7
51,8,1,29.714285714285715,22.142857142857142,0,8,8
51,9,1,5.909090909090909,26.636363636363637,0,9,9
51,10,1,74.5625,34.375,0,10,11
51,11,1,56.0,35.84615384615385,0,11,12
51,12,1,82.71428571428571,38.5,0,12,15
51,13,1,77.15789473684211,45.1578947368421,0,13,18
51,14,1,35.1764705882353,47.23529411764706,0,14,19
51,15,1,59.11538461538461,50.96153846153846,0,15,20
51,16,1,89.5,52.0,0,16,21
51,17,1,12.076923076923077,58.96153846153846,0,17,22
51,18,1,21.91304347826087,59.56521739130435,0,18,23
51,19,1,30.142857142857142,70.19047619047619,0,19,26
51,20,1,77.20833333333333,75.58333333333333,0,20,28
51,21,1,55.5,76.5,0,21,29
51,22,1,64.42105263157895,76.10526315789474,0,22,30
51,23,1,77.07142857142857,85.57142857142857,0,23,32
51,24,1,53.0,87.0,0,24,33
51,25,1,12.0,92.5,0,25,36
52,1,1,86.11764705882354,6.411764705882353,0,1,1
52,2,1,27.44,7.2,0,2,2
52,3,1,33.2,8.266666666666667,0,3,3
52,4,1,71.5,10.0,0,4,4
52,5,1,72.25,19.55,0,5,6
52,6,1,83.375,20.25,0,6,7
52,7,1,13.428571428571429,22.257142857142856,0,7,8
52,8,1,44.4,23.6,0,8,9
52,9,1,22.09090909090909,26.09090909090909,0,9,10
52,10,1,63.214285714285715,28.785714285714285,0,10,11
52,11,1,41.95,31.9,0,11,12
52,12,1,51.642857142857146,32.357142857142854,0,12,13
52,13,1,88.33333333333333,34.916666666666664,0,13,14
52,14,1,30.88235294117647,36.588235294117645,0,14,15
52,15,1,12.787878787878787,36.27272727272727,0,15,16
52,16,1,69.5,37.5,0,16,17
52,17,1,81.07407407407408,38.851851851851855,0,17,18
52,18,1,26.928571428571427,42.857142857142854,0,18,19
52,19,1,19.6,43.6,0,19,20
52,20,1,36.78947368421053,45.05263157894737,0,20,21
52,21,1,75.75,48.25,0,21,22
52,22,1,49.588235294117645,50.11764705882353,0,22,23
52,23,1,31.8,54.04,0,23,24
52,24,1,43.473684210526315,53.1578947368421,0,24,25
52,25,1,12.5,60.5,0,25,26
52,26,1,6.0,64.5,0,26,28
52,27,1,54.90909090909091,63.90909090909091,0,27,29
52,28,1,71.04545454545455,63.72727272727273,0,28,30
52,29,1,85.84210526315789,69.84210526315789,0,29,31
52,30,1,73.33333333333333,72.0,0,30,32
52,31,1,19.5,75.0,0,31,33
52,32,1,40.64705882352941,77.3529411764706,0,32,34
52,33,1,87.07142857142857,77.28571428571429,0,33,35
52,34,1,35.36363636363637,78.0909090909091,0,34,36
52,35,1,61.89473684210526,78.57894736842105,0,35,37
52,36,1,48.42857142857143,82.57142857142857,0,36,38
52,37,1,76.58823529411765,83.11764705882354,0,37,39
52,38,1,21.333333333333332,85.11111111111111,0,38,40
52,39,1,19.227272727272727,89.68181818181819,0,39,42
52,40,1,50.19047619047619,90.57142857142857,0,40,43
52,41,1,63.34615384615385,90.73076923076923,0,41,44
52,42,1,81.05263157894737,90.94736842105263,0,42,45
52,43,1,33.25,92.25,0,43,46
53,1,1,11.4,6.4,0,1,1
53,2,1,68.1875,6.375,0,2,2
53,3,1,29.714285714285715,8.5,0,3,4
53,4,1,46.76923076923077,9.846153846153847,0,4,5
53,5,1,86.6086956521739,11.91304347826087,0,5,6
53,6,1,39.6,14.4,0,6,7
53,7,1,54.5,14.083333333333334,0,7,8
53,8,1,12.058823529411764,16.176470588235293,0,8,9
53,9,1,31.5,19.0,0,9,10
53,10,1,66.84210526315789,19.263157894736842,0,10,11
53,11,1,60.90909090909091,21.363636363636363,0,11,12
53,12,1,77.375,22.0,0,12,13
53,13,1,89.86666666666666,23.8,0,13,14
53,14,1,53.36363636363637,25.5,0,14,15
53,15,1,43.6,26.6,0,15,16
53,16,1,61.666666666666664,29.0,0,16,17
53,17,1,13.047619047619047,30.095238095238095,0,17,18
53,18,1,34.6875,30.1875,0,18,19
53,19,1,44.5,35.285714285714285,0,19,20
53,20,1,66.41176470588235,38.88235294117647,0,20,21
53,21,1,31.88235294117647,40.411764705882355,0,21,22
53,22,1,74.0625,41.6875,0,22,23
53,23,1,51.76470588235294,41.23529411764706,0,23,25
53,24,1,7.7,45.1,0,24,26
53,25,1,21.428571428571427,46.61904761904762,0,25,27
53,26,1,44.0,48.0,0,26,28
53,27,1,37.45454545454545,48.63636363636363,0,27,29
53,28,1,64.375,49.4375,0,28,30
53,29,1,28.5,50.0,0,29,31
53,30,1,54.78947368421053,54.3421052631579,0,30,32
53,31,1,76.05,52.25,0,31,33
53,32,1,86.85714285714286,51.857142857142854,0,32,34
53,33,1,40.666666666666664,57.166666666666664,0,33,35
53,34,1,84.125,58.125,0,34,36
53,35,1,18.375,59.75,0,35,38
53,36,1,46.61538461538461,60.61538461538461,0,36,40
53,37,1,31.434782608695652,64.3913043478261,0,37,41
53,38,1,41.411764705882355,67.88235294117646,0,38,42
53,39,1,58.18181818181818,68.81818181818181,0,39,43
53,40,1,64.25,68.5625,0,40,44
53,41,1,82.47058823529412,68.08823529411765,0,41,45
53,42,1,48.77777777777778,72.72222222222223,0,42,46
53,43,1,46.43478260869565,77.56521739130434,0,43,47
53,44,1,53.857142857142854,79.07142857142857,0,44,48
53,45,1,86.85714285714286,80.33333333333333,0,45,49
53,46,1,76.5,83.5,0,46,51
53,47,1,49.11764705882353,87.70588235294117,0,47,52
53,48,1,27.8,89.12,0,48,53
53,49,1,87.5,91.22222222222223,0,49,54
54,1,1,5.6,7.7,0,1,2
54,2,1,37.10344827586207,9.793103448275861,0,2,3
54,3,1,53.94736842105263,9.210526315789474,0,3,4
54,4,1,84.17241379310344,10.758620689655173,0,4,5
54,5,1,75.4,12.4,0,5,6
54,6,1,33.476190476190474,21.904761904761905,0,6,8
54,7,1,50.04347826086956,21.347826086956523,0,7,9
54,8,1,92.0,24.692307692307693,0,8,10
54,9,1,23.80952380952381,27.142857142857142,0,9,11
54,10,1,85.1875,28.8125,0,10,12
54,11,1,14.91304347826087,34.608695652173914,0,11,13
54,12,1,46.5,34.22222222222222,0,12,14
54,13,1,71.31428571428572,37.17142857142857,0,13,15
54,14,1,87.64,40.84,0,14,16
54,15,1,51.111111111111114,50.27777777777778,0,15,17
54,16,1,87.1875,60.6875,0,16,21
54,17,1,11.5,62.0,0,17,22
54,18,1,62.476190476190474,65.85714285714286,0,18,23
54,19,1,24.0,75.0,0,19,25
54,20,1,51.88461538461539,77.76923076923077,0,20,27
54,21,1,13.045454545454545,87.31818181818181,0,21,31
54,22,1,35.5,92.5,0,22,34
55,1,1,13.842105263157896,9.263157894736842,0,1,2
55,2,1,71.15789473684211,12.157894736842104,0,2,5
55,3,1,76.88235294117646,21.41176470588235,0,3,6
55,4,1,68.5,26.77777777777778,0,4,7
55,5,1,51.96,36.6,0,5,9
55,6,1,79.04347826086956,39.608695652173914,0,6,10
55,7,1,67.42857142857143,40.61904761904762,0,7,11
55,8,1,44.5,43.0,0,8,12
55,9,1,21.5,46.5,0,9,13
55,10,1,91.375,49.25,0,10,14
55,11,1,11.631578947368421,55.21052631578947,0,11,15
55,12,1,12.6,66.6,0,12,17
55,13,1,34.0,68.85,0,13,19
56,1,1,31.22222222222222,6.5,0,1,1
56,2,1,49.35294117647059,6.676470588235294,0,2,2
56,3,1,84.08108108108108,9.027027027027026,0,3,3
56,4,1,63.85,12.3,0,4,4
56,5,1,10.909090909090908,22.09090909090909,0,5,6
56,6,1,21.4375,26.75,0,6,7
56,7,1,10.789473684210526,32.0,0,7,8
56,8,1,35.666666666666664,32.142857142857146,0,8,9
56,9,1,77.38888888888889,31.22222222222222,0,9,10
56,10,1,88.55,37.75,0,10,11
56,11,1,42.0,40.0,0,11,13
56,12,1,78.5,42.22222222222222,0,12,14
56,13,1,81.5,49.285714285714285,0,13,16
56,14,1,45.35294117647059,49.8235294117647,0,14,17
56,15,1,82.0,56.857142857142854,0,15,19
56,16,1,63.5,58.333333333333336,0,16,20
56,17,1,70.56666666666666,62.1,0,17,21
56,18,1,47.0,66.33333333333333,0,18,22
56,19,1,18.285714285714285,67.5,0,19,23
56,20,1,57.857142857142854,67.76190476190476,0,20,24
56,21,1,65.5,75.0,0,21,26
56,22,1,23.23076923076923,76.73076923076923,0,22,27
56,23,1,81.08333333333333,77.45833333333333,0,23,28
56,24,1,92.33333333333333,81.26666666666667,0,24,29
56,25,1,21.59090909090909,90.36363636363636,0,25,32
57,1,1,40.476190476190474,11.142857142857142,0,1,1
57,2,1,82.68,12.2,0,2,2
57,3,1,19.9,12.7,0,3,3
57,4,1,71.0,12.5,0,4,4
57,5,1,61.411764705882355,18.11764705882353,0,5,6
57,6,1,43.46153846153846,19.153846153846153,0,6,7
57,7,1,26.333333333333332,26.0,0,7,8
57,8,1,50.0,26.0,0,8,9
57,9,1,90.63157894736842,26.473684210526315,0,9,10
57,10,1,7.594594594594595,27.62162162162162,0,10,11
57,11,1,38.6,29.3,0,11,12
57,12,1,20.625,32.291666666666664,0,12,14
57,13,1,25.842105263157894,46.526315789473685,0,13,15
57,14,1,16.90625,49.5,0,14,16
57,15,1,67.66666666666667,50.833333333333336,0,15,17
57,16,1,23.866666666666667,57.46666666666667,0,16,18
57,17,1,36.19047619047619,56.95238095238095,0,17,19
57,18,1,88.0909090909091,57.90909090909091,0,18,20
57,19,1,63.416666666666664,65.20833333333333,0,19,21
57,20,1,9.285714285714286,66.67857142857143,0,20,22
57,21,1,54.10526315789474,68.57894736842105,0,21,23
57,22,1,77.5,89.0,0,22,28
58,1,1,30.157894736842106,11.842105263157896,0,1,1
58,2,1,20.035714285714285,19.25,0,2,3
58,3,1,56.5,27.0,0,3,4
58,4,1,82.0,27.5,0,4,5
58,5,1,34.31818181818182,27.681818181818183,0,5,6
58,6,1,14.5,31.0,0,6,7
58,7,1,80.3529411764706,34.470588235294116,0,7,8
58,8,1,42.14705882352941,38.05882352941177,0,8,9
58,9,1,22.0,39.5,0,9,10
58,10,1,66.11428571428571,38.4,0,10,11
58,11,1,76.0625,42.875,0,11,12
58,12,1,26.0,45.666666666666664,0,12,13
58,13,1,80.89473684210526,45.36842105263158,0,13,14
58,14,1,89.5,46.0,0,14,15
58,15,1,42.90909090909091,48.09090909090909,0,15,16
58,16,1,7.823529411764706,51.11764705882353,0,16,17
58,17,1,69.5,53.5,0,17,18
58,18,1,46.25,58.05,0,18,22
58,19,1,57.588235294117645,62.88235294117647,0,19,23
58,20,1,71.41176470588235,64.11764705882354,0,20,24
58,21,1,8.31578947368421,65.42105263157895,0,21,25
58,22,1,84.5,67.5,0,22,26
58,23,1,65.625,70.4375,0,23,27
58,24,1,46.0,72.5,0,24,28
58,25,1,75.77777777777777,73.5,0,25,29
58,26,1,21.434782608695652,80.6086956521739,0,26,31
58,27,1,36.8125,85.3125,0,27,32
58,28,1,54.421052631578945,84.10526315789474,0,28,33
58,29,1,89.0,84.66666666666667,0,29,34
58,30,1,24.38095238095238,91.57142857142857,0,30,35
58,31,1,50.84615384615385,91.53846153846153,0,31,36
58,32,1,61.578947368421055,91.10526315789474,0,32,37
58,33,1,82.55555555555556,92.33333333333333,0,33,38
59,1,1,37.5,6.285714285714286,0,1,1
59,2,1,52.0,5.5,0,2,2
59,3,1,90.0,7.666666666666667,0,3,3
59,4,1,43.11764705882353,13.411764705882353,0,4,4
59,5,1,26.63157894736842,15.473684210526315,0,5,5
59,6,1,80.18181818181819,16.772727272727273,0,6,6
59,7,1,87.11764705882354,23.41176470588235,0,7,8
59,8,1,19.625,24.375,0,8,9
59,9,1,49.857142857142854,27.0,0,9,11
59,10,1,6.826086956521739,32.0,0,10,12
59,11,1,38.61538461538461,31.615384615384617,0,11,13
59,12,1,75.3,32.15,0,12,14
59,13,1,83.66666666666667,34.125,0,13,15
59,14,1,28.5,37.5,0,14,16
59,15,1,17.842105263157894,37.8421052631579,0,15,17
59,16,1,40.8421052631579,38.1578947368421,0,16,18
59,17,1,61.95,40.9,0,17,19
59,18,1,73.15789473684211,40.8421052631579,0,18,20
59,19,1,7.388888888888889,46.333333333333336,0,19,21
59,20,1,46.5,46.5,0,20,22
59,21,1,36.0,49.0,0,21,23
59,22,1,61.4,48.6,0,22,24
59,23,1,10.125,56.125,0,23,25
59,24,1,49.0,56.5,0,24,26
59,25,1,21.894736842105264,58.578947368421055,0,25,27
59,26,1,85.89473684210526,63.578947368421055,0,26,29
59,27,1,14.647058823529411,64.52941176470588,0,27,30
59,28,1,28.0,64.36363636363636,0,28,31
59,29,1,21.3,72.6,0,29,32
59,30,1,57.333333333333336,72.83333333333333,0,30,33
59,31,1,41.375,73.75,0,31,34
59,32,1,33.27777777777778,88.88888888888889,0,32,35
60,1,1,33.578947368421055,6.894736842105263,0,1,1
60,2,1,67.95,8.1,0,2,2
60,3,1,57.36363636363637,14.5,0,3,3
60,4,1,8.047619047619047,16.666666666666668,0,4,4
60,5,1,84.11764705882354,17.58823529411765,0,5,5
60,6,1,44.90909090909091,25.90909090909091,0,6,6
60,7,1,15.95,29.85,0,7,7
60,8,1,27.58823529411765,32.88235294117647,0,8,8
60,9,1,42.82608695652174,37.0,0,9,9
60,10,1,62.4,36.6,0,10,10
60,11,1,48.09090909090909,44.90909090909091,0,11,11
60,12,1,59.19047619047619,44.95238095238095,0,12,12
60,13,1,68.95238095238095,48.80952380952381,0,13,13
60,14,1,13.578947368421053,55.10526315789474,0,14,14
60,15,1,28.894736842105264,55.578947368421055,0,15,15
60,16,1,73.96,57.24,0,16,16
60,17,1,48.0,58.0,0,17,17
60,18,1,64.19047619047619,62.142857142857146,0,18,18
60,19,1,7.0,68.5,0,19,19
60,20,1,48.72727272727273,69.04545454545455,0,20,20
60,21,1,74.04761904761905,70.19047619047619,0,21,21
60,22,1,27.6,70.6,0,22,22
60,23,1,36.4,71.6,0,23,23
60,24,1,58.90909090909091,74.95454545454545,0,24,24
60,25,1,13.285714285714286,78.5,0,25,25
60,26,1,45.07142857142857,80.78571428571429,0,26,26
60,27,1,65.5,82.5,0,27,27
60,28,1,82.5,83.0,0,28,28
60,29,1,57.470588235294116,85.88235294117646,0,29,29
60,30,1,36.5,87.5,0,30,30
60,31,1,16.272727272727273,90.04545454545455,0,31,31
60,32,1,47.714285714285715,89.5,0,32,32
60,33,1,65.6923076923077,92.0,0,33,33
61,1,1,89.0,7.666666666666667,0,1,1
61,2,1,23.863636363636363,10.727272727272727,0,2,2
61,3,1,85.77777777777777,11.11111111111111,0,3,3
61,4,1,33.588235294117645,11.882352941176471,0,4,4
61,5,1,40.03703703703704,20.185185185185187,0,5,5
61,6,1,50.666666666666664,20.466666666666665,0,6,6
61,7,1,62.0,23.142857142857142,0,7,7
61,8,1,73.54838709677419,27.612903225806452,0,8,8
61,9,1,52.10526315789474,29.42105263157895,0,9,9
61,10,1,33.42857142857143,43.38095238095238,0,10,11
61,11,1,21.217391304347824,47.43478260869565,0,11,13
61,12,1,45.75,48.875,0,12,14
61,13,1,30.894736842105264,53.578947368421055,0,13,15
61,14,1,19.954545454545453,57.90909090909091,0,14,16
61,15,1,45.333333333333336,70.38888888888889,0,15,17
61,16,1,37.3,71.95,0,16,19
61,17,1,60.12,73.44,0,17,20
61,18,1,15.08,73.56,0,18,21
61,19,1,72.71428571428571,80.19047619047619,0,19,22
61,20,1,6.529411764705882,82.11764705882354,0,20,23
61,21,1,60.0,85.17391304347827,0,21,26
62,1,1,58.285714285714285,8.571428571428571,0,1,1
62,2,1,8.947368421052632,10.421052631578947,0,2,2
62,3,1,85.11764705882354,11.588235294117647,0,3,3
62,4,1,45.90909090909091,19.90909090909091,0,4,4
62,5,1,16.88235294117647,23.88235294117647,0,5,5
62,6,1,28.58823529411765,26.88235294117647,0,6,6
62,7,1,63.4,30.6,0,7,8
62,8,1,49.0,39.0,0,8,9
62,9,1,60.19047619047619,38.95238095238095,0,9,10
62,10,1,70.0,43.0,0,10,11
62,11,1,14.578947368421053,49.10526315789474,0,11,12
62,12,1,29.894736842105264,49.578947368421055,0,12,13
62,13,1,74.96,51.24,0,13,14
62,14,1,49.0,52.0,0,14,15
62,15,1,65.42105263157895,56.10526315789474,0,15,16
62,16,1,8.0,62.5,0,16,17
62,17,1,49.72727272727273,63.04545454545455,0,17,18
62,18,1,75.04761904761905,64.19047619047619,0,18,19
62,19,1,28.6,64.6,0,19,20
62,20,1,37.4,65.6,0,20,21
62,21,1,59.90909090909091,68.95454545454545,0,21,22
62,22,1,14.285714285714286,72.5,0,22,23
62,23,1,46.07142857142857,74.78571428571429,0,23,24
62,24,1,66.5,76.5,0,24,25
62,25,1,83.5,77.0,0,25,26
62,26,1,58.470588235294116,79.88235294117646,0,26,27
62,27,1,17.272727272727273,84.04545454545455,0,27,29
62,28,1,48.714285714285715,83.5,0,28,30
62,29,1,66.6470588235294,86.47058823529412,0,29,31
62,30,1,74.63636363636364,89.9090909090909,0,30,32
63,1,1,50.666666666666664,14.76923076923077,0,1,1
63,2,1,62.08695652173913,20.391304347826086,0,2,2
63,3,1,21.0,26.5,0,3,3
63,4,1,35.36666666666667,26.9,0,4,4
63,5,1,50.65384615384615,31.346153846153847,0,5,5
63,6,1,87.65217391304348,41.17391304347826,0,6,6
63,7,1,34.72727272727273,42.04545454545455,0,7,7
63,8,1,46.06896551724138,45.206896551724135,0,8,9
63,9,1,60.25,48.958333333333336,0,9,10
63,10,1,30.666666666666668,51.7,0,10,11
63,11,1,75.11764705882354,52.411764705882355,0,11,12
63,12,1,90.0909090909091,55.09090909090909,0,12,13
63,13,1,53.5,63.0,0,13,14
63,14,1,47.42857142857143,70.38095238095238,0,14,16
63,15,1,25.5,71.22222222222223,0,15,17
63,16,1,88.5,72.0,0,16,18
63,17,1,11.46875,77.34375,0,17,19
63,18,1,45.5,79.5,0,18,22
63,19,1,12.5,92.2,0,19,23
63,20,1,73.83333333333333,92.08333333333333,0,20,24
64,1,1,64.10526315789474,6.421052631578948,0,1,1
64,2,1,52.608695652173914,9.08695652173913,0,2,2
64,3,1,32.82608695652174,13.91304347826087,0,3,3
64,4,1,67.42857142857143,18.38095238095238,0,4,4
64,5,1,81.0,20.0,0,5,5
64,6,1,49.88235294117647,21.41176470588235,0,6,6
64,7,1,26.42105263157895,27.894736842105264,0,7,8
64,8,1,87.5,34.5,0,8,9
64,9,1,67.26086956521739,37.47826086956522,0,9,10
64,10,1,33.9,45.7,0,10,13
64,11,1,45.8421052631579,54.8421052631579,0,11,14
64,12,1,61.80952380952381,63.04761904761905,0,12,16
64,13,1,52.04761904761905,69.19047619047619,0,13,17
64,14,1,41.13793103448276,71.89655172413794,0,14,18
64,15,1,19.0,83.5,0,15,20
64,16,1,43.5,83.72727272727273,0,16,21
64,17,1,59.2,82.7,0,17,22
64,18,1,82.8,91.93333333333334,0,18,23
65,1,1,62.58620689655172,7.206896551724138,0,1,1
65,2,1,76.85714285714286,11.80952380952381,0,2,2
65,3,1,33.9,15.3,0,3,3
65,4,1,60.6,15.866666666666667,0,4,4
65,5,1,6.1875,23.1875,0,5,6
65,6,1,78.27777777777777,25.88888888888889,0,6,7
65,7,1,88.52941176470588,28.352941176470587,0,7,9
65,8,1,58.76,30.36,0,8,10
65,9,1,45.0,32.5,0,9,11
65,10,1,8.047619047619047,35.80952380952381,0,10,12
65,11,1,34.608695652173914,38.73913043478261,0,11,13
65,12,1,47.391304347826086,38.95652173913044,0,12,14
65,13,1,79.58823529411765,39.23529411764706,0,13,15
65,14,1,25.166666666666668,45.333333333333336,0,14,17
65,15,1,70.5,47.22222222222222,0,15,19
65,16,1,40.5,51.5,0,16,21
65,17,1,92.07142857142857,51.142857142857146,0,17,22
65,18,1,23.4,53.24,0,18,23
65,19,1,49.11764705882353,55.588235294117645,0,19,24
65,20,1,84.13636363636364,55.45454545454545,0,20,25
65,21,1,35.5,74.0,0,21,30
65,22,1,10.5,82.71428571428571,0,22,31
65,23,1,19.863636363636363,84.5,0,23,32
65,24,1,45.80952380952381,88.04761904761905,0,24,33
65,25,1,90.0909090909091,90.95454545454545,0,25,35
66,1,1,10.777777777777779,6.5,0,1,1
66,2,1,44.5,11.5,0,2,3
66,3,1,33.0,13.0,0,3,4
